id,name_vendor_id,name_brand_id,doc_design_cover_id,num_invoice,num_style,num_po,name_country_dest_id,qty_shipped,amount_shipped,amount_final,name_country_origin_id,type_shipmode_id,date_exfty,date_etd,date_atd,date_payment_submit,date_payment_due,date_received,remark,creted_ts,updated_ts
,23,99,593,032619/AMAZON-LNG(EU),AE1902182,8U97L4ER,22,626,3630.8,3630.8,24,1,2019-04-01,2019-04-04,2019-04-04,2019-04-04,2019-07-03,2019-07-02,,2021-12-20 14:46,2021-12-20 14:46
,23,99,593,032619/AMAZON-LNG(EU),AE1902182,8U97L4ER,22,909,5626.71,5626.71,24,1,2019-04-01,2019-04-04,2019-04-04,2019-04-04,2019-07-03,2019-07-02,,2021-12-20 14:46,2021-12-20 14:46
,23,99,594,0332019/AMAZON-HV,AE1913182,8CILAO1D,22,677,3005.88,3005.88,24,1,2019-04-01,2019-04-04,2019-04-04,2019-06-10,2019-09-08,2019-07-02,,2021-12-20 14:46,2021-12-20 14:46
,23,99,594,0332019/AMAZON-HV,AE1913182,8CILAO1D,22,832,3885.44,3885.44,24,1,2019-04-01,2019-04-04,2019-04-04,2019-06-10,2019-09-08,2019-07-02,,2021-12-20 14:46,2021-12-20 14:46
,23,97,481,DHGI9313B,132J0119,1958862-NL1TT,26,171,4095.45,4095.45,24,1,2019-04-06,2019-04-06,2019-04-06,2019-04-08,2019-05-29,2019-05-30,,2021-12-20 14:46,2021-12-20 14:46
,23,97,481,DHGI9313C,132J0119,1958863-SG2FP,17,58,1389.1,1389.1,24,1,2019-04-09,2019-04-08,2019-04-08,2019-04-10,2019-05-10,2019-05-07,,2021-12-20 14:46,2021-12-20 14:46
,23,97,662,DHGI8316FF1,332J2029,1956030-US1O2,23,72,452.88,452.88,9,1,2019-04-02,2019-04-08,2019-04-08,2019-04-08,2019-05-29,2019-05-30,,2021-12-20 14:46,2021-12-20 14:46
,23,97,441,DHGI8127FF1,344J2049,1956631-US1O2,23,13,70.2,70.2,9,1,2019-04-02,2019-04-08,2019-04-08,2019-04-08,2019-05-29,2019-05-30,,2021-12-20 14:46,2021-12-20 14:46
,23,97,481,DHGI9313A,132J0119,1958861-US1TT,23,428,10250.6,10250.6,24,1,2019-04-04,2019-04-09,2019-04-08,2019-04-09,2019-05-30,2019-05-31,,2021-12-20 14:46,2021-12-20 14:46
,23,97,653,DHGI8122FF1,344J2020,1956025-US1O2,23,6,30.96,30.96,24,1,2019-04-04,2019-04-09,2019-04-08,2019-04-09,2019-05-30,2019-05-31,,2021-12-20 14:46,2021-12-20 14:46
