date_issued,type_Order,num_sku,num_product,qty,num_repeat,amount_buying,Amount_Sales,Amount_ETC,Amount_Fees,Freight,Duty,Dest,storage
2021-09-24,Order,NF2001_#BK1,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-09-27,Order,NF2001_#BK1,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-19,Order,NF2001_#BK1,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-19,Order,NF2001_#BK1,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-22,Order,NF2001_#BK1,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-26,Order,NF2001_#BK1,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-03-26,Order,NF2001_#BK1,NF2001,1,1,4.83,21.5,0,-6.77,2.1217,0.8425,0.2418,0.0128
2021-04-18,Order,NF2001_#BK1,NF2001,1,1,4.83,21.5,0,-7.47,2.1217,0.8425,0.2418,0.0128
2021-06-10,Order,NF2001_#BK1,NF2001,1,1,4.83,19.88,0,-7.42,2.1217,0.8425,0.2418,0.0128
2021-06-20,Order,NF2001_#BK1,NF2001,1,1,4.83,21.5,0.98,-8.68,2.1217,0.8425,0.2418,0.0128
2021-06-21,Order,NF2001_#BK1,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK1,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK1,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK1,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK1,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK1,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK1,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK1,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK1,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK1,NF2001,1,1,4.83,16.82,4.68,-7.7,2.1217,0.8425,0.2418,0.0128
2021-06-25,Order,NF2001_#BK1,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-26,Refund,NF2001_#BK1,NF2001,1,1,4.83,-8.6,0,1.17,2.1217,0.8425,0.2418,0.0128
2021-06-29,Order,NF2001_#BK1,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-07-08,Order,NF2001_#BK1,NF2001,1,1,4.83,17.2,0,-6.96,2.1217,0.8425,0.2418,0.0128
2021-08-02,Refund,NF2001_#BK1,NF2001,1,1,4.83,-8.6,0,1.17,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK1,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK1,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK1,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK1,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-07,Order,NF2001_#BK1,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-09,Order,NF2001_#BK1,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-09-04,Order,NF2001_#BK1,NF2001,1,1,4.83,17.2,0,-6.96,2.1217,0.8425,0.2418,0.0128
2021-09-06,Order,NF2001_#BK1,NF2001,1,1,4.83,17.2,0,-6.96,2.1217,0.8425,0.2418,0.0128
2021-09-08,Refund,NF2001_#BK1,NF2001,1,1,4.83,-17.2,0,2.34,2.1217,0.8425,0.2418,0.0128
2021-07-20,Order,NF2001_#BK2,NF2001,1,1,4.83,17.2,0,-6.96,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK2,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK2,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK2,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK2,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK2,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-07,Order,NF2001_#BK2,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-09,Order,NF2001_#BK2,NF2001,1,1,4.83,17.2,0,-6.96,2.1217,0.8425,0.2418,0.0128
2021-08-14,Order,NF2001_#BK2,NF2001,1,1,4.83,21.5,7.57,-15.27,2.1217,0.8425,0.2418,0.0128
2021-08-17,Order,NF2001_#BK2,NF2001,1,1,4.83,17.2,0,-6.96,2.1217,0.8425,0.2418,0.0128
2021-08-19,Order,NF2001_#BK2,NF2001,1,1,4.83,21.5,7.57,-15.27,2.1217,0.8425,0.2418,0.0128
2021-08-22,Order,NF2001_#BK2,NF2001,1,1,4.83,21.5,0,-7.7,2.1217,0.8425,0.2418,0.0128
2021-08-23,Order,NF2001_#BK2,NF2001,1,1,4.83,21.5,7.57,-15.27,2.1217,0.8425,0.2418,0.0128
2021-08-24,Order,NF2001_#BK2,NF2001,1,1,4.83,21.5,0,-11.36,2.1217,0.8425,0.2418,0.0128
2021-08-24,Order,NF2001_#BK2,NF2001,1,1,4.83,21.5,0,-4.04,2.1217,0.8425,0.2418,0.0128
2021-08-25,Order,NF2001_#BK2,NF2001,1,1,4.83,15.280000000000001,1.92,-6.96,2.1217,0.8425,0.2418,0.0128
2021-08-28,Refund,NF2001_#BK2,NF2001,1,1,4.83,-21.5,0,2.93,2.1217,0.8425,0.2418,0.0128
2021-09-09,Order,NF2001_#BK2,NF2001,2,1,9.66,39.98,0,-14.88,4.2434,1.685,0.4836,0.0128
2021-09-11,Order,NF2001_#BK2,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-09-21,Order,NF2001_#BK2,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-09-24,Order,NF2001_#BK2,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-09-25,Order,NF2001_#BK2,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-01,Refund,NF2001_#BK2,NF2001,1,1,4.83,-19.99,0,2.72,2.1217,0.8425,0.2418,0.0128
2021-10-05,Order,NF2001_#BK2,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-05,Order,NF2001_#BK2,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-16,Order,NF2001_#BK2,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-19,Order,NF2001_#BK2,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-20,Order,NF2001_#BK2,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-22,Order,NF2001_#BK2,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-24,Order,NF2001_#BK2,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-26,Order,NF2001_#BK2,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-26,Order,NF2001_#BK2,NF2001,1,1,4.83,17.08,2.91,-7.44,2.1217,0.8425,0.2418,0.0128
2021-03-29,Order,NF2001_#BK2,NF2001,1,1,4.83,21.5,0,-7.47,2.1217,0.8425,0.2418,0.0128
2021-04-01,Order,NF2001_#BK2,NF2001,1,1,4.83,21.5,0,-7.47,2.1217,0.8425,0.2418,0.0128
2021-06-09,Order,NF2001_#BK2,NF2001,1,1,4.83,18.27,0,-7.15,2.1217,0.8425,0.2418,0.0128
2021-06-09,Order,NF2001_#BK2,NF2001,1,1,4.83,21.5,0,-7.7,2.1217,0.8425,0.2418,0.0128
2021-06-12,Order,NF2001_#BK2,NF2001,1,1,4.83,18.27,0,-7.15,2.1217,0.8425,0.2418,0.0128
2021-06-12,Order,NF2001_#BK2,NF2001,1,1,4.83,21.5,0,-7.7,2.1217,0.8425,0.2418,0.0128
2021-06-15,Order,NF2001_#BK2,NF2001,1,1,4.83,18.27,0,-7.15,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-25,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-26,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-28,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-29,Order,NF2001_#BK2,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-29,Refund,NF2001_#BK2,NF2001,1,1,4.83,-8.6,0,1.17,2.1217,0.8425,0.2418,0.0128
2021-07-01,Refund,NF2001_#BK2,NF2001,1,1,4.83,-8.6,0,1.17,2.1217,0.8425,0.2418,0.0128
2021-07-03,Refund,NF2001_#BK2,NF2001,1,1,4.83,-8.6,0,1.17,2.1217,0.8425,0.2418,0.0128
2021-07-05,Order,NF2001_#BK2,NF2001,1,1,4.83,18.27,0,-7.15,2.1217,0.8425,0.2418,0.0128
2021-03-27,Order,NF2001_#BK3,NF2001,1,1,4.83,21.5,0,-7.47,2.1217,0.8425,0.2418,0.0128
2021-05-27,Order,NF2001_#BK3,NF2001,1,1,4.83,19.35,0,-7.1,2.1217,0.8425,0.2418,0.0128
2021-06-01,Refund,NF2001_#BK3,NF2001,1,1,4.83,-19.35,0,2.63,2.1217,0.8425,0.2418,0.0128
2021-06-02,Order,NF2001_#BK3,NF2001,1,1,4.83,18.27,0,-7.15,2.1217,0.8425,0.2418,0.0128
2021-06-10,Order,NF2001_#BK3,NF2001,1,1,4.83,20.42,0,-7.51,2.1217,0.8425,0.2418,0.0128
2021-06-10,Refund,NF2001_#BK3,NF2001,1,1,4.83,-20.42,0,2.78,2.1217,0.8425,0.2418,0.0128
2021-06-21,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-21,Order,NF2001_#BK3,NF2001,1,1,4.83,21.5,0,-7.7,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-25,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-25,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-25,Order,NF2001_#BK3,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-07-02,Order,NF2001_#BK3,NF2001,1,1,4.83,21.5,0,-7.7,2.1217,0.8425,0.2418,0.0128
2021-07-05,Order,NF2001_#BK3,NF2001,1,1,4.83,17.2,0,-6.96,2.1217,0.8425,0.2418,0.0128
2021-07-09,Order,NF2001_#BK3,NF2001,1,1,4.83,17.2,0,-6.96,2.1217,0.8425,0.2418,0.0128
2021-07-16,Order,NF2001_#BK3,NF2001,1,1,4.83,17.2,0,-6.96,2.1217,0.8425,0.2418,0.0128
2021-07-22,Order,NF2001_#BK3,NF2001,1,1,4.83,21.5,5.99,-13.69,2.1217,0.8425,0.2418,0.0128
2021-07-28,Order,NF2001_#BK3,NF2001,1,1,4.83,19.37,2.13,-7.7,2.1217,0.8425,0.2418,0.0128
2021-08-04,Order,NF2001_#BK3,NF2001,1,1,4.83,17.2,0,-6.96,2.1217,0.8425,0.2418,0.0128
2021-08-05,Refund,NF2001_#BK3,NF2001,1,1,4.83,-18.27,3.65,2.49,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK3,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK3,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK3,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK3,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK3,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-06,Order,NF2001_#BK3,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-08,Order,NF2001_#BK3,NF2001,1,1,4.83,17.2,0,-6.96,2.1217,0.8425,0.2418,0.0128
2021-08-09,Order,NF2001_#BK3,NF2001,1,1,4.83,0,0,-5.95,2.1217,0.8425,0.2418,0.0128
2021-08-29,Order,NF2001_#BK3,NF2001,1,1,4.83,21.5,0,-7.7,2.1217,0.8425,0.2418,0.0128
2021-09-05,Order,NF2001_#BK3,NF2001,1,1,4.83,14.879999999999999,2.32,-6.96,2.1217,0.8425,0.2418,0.0128
2021-09-07,Order,NF2001_#BK3,NF2001,1,1,4.83,17.2,0,-6.96,2.1217,0.8425,0.2418,0.0128
2021-09-09,Refund,NF2001_#BK3,NF2001,1,1,4.83,-21.5,0,2.93,2.1217,0.8425,0.2418,0.0128
2021-09-10,Refund,NF2001_#BK3,NF2001,1,1,4.83,-17.2,0,2.34,2.1217,0.8425,0.2418,0.0128
2021-09-14,Order,NF2001_#BK3,NF2001,1,1,4.83,21.5,0,-7.7,2.1217,0.8425,0.2418,0.0128
2021-09-14,Order,NF2001_#BK3,NF2001,1,1,4.83,15.879999999999999,4.11,-7.44,2.1217,0.8425,0.2418,0.0128
2021-09-16,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-09-17,Order,NF2001_#BK3,NF2001,1,1,4.83,21.5,0,-7.7,2.1217,0.8425,0.2418,0.0128
2021-09-18,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-09-19,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-09-20,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-09-22,Refund,NF2001_#BK3,NF2001,1,1,4.83,-17.2,0,2.34,2.1217,0.8425,0.2418,0.0128
2021-09-22,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-02,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-09,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-16,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-17,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-18,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-19,Refund,NF2001_#BK3,NF2001,1,1,4.83,-19.99,0,2.72,2.1217,0.8425,0.2418,0.0128
2021-10-19,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-20,Refund,NF2001_#BK3,NF2001,1,1,4.83,-19.99,0,2.72,2.1217,0.8425,0.2418,0.0128
2021-10-21,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0.28,-7.72,2.1217,0.8425,0.2418,0.0128
2021-10-22,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-23,Refund,NF2001_#BK3,NF2001,1,1,4.83,-19.99,0,2.72,2.1217,0.8425,0.2418,0.0128
2021-10-26,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-28,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-29,Order,NF2001_#BK3,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-09-23,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-01,Refund,NF2001_#BK4,NF2001,1,1,4.83,0,0,0,2.1217,0.8425,0.2418,0.0128
2021-10-07,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-07,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-11,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-12,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-14,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-14,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-16,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-17,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-18,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-20,Order,NF2001_#BK4,NF2001,1,1,4.83,19.119999999999997,0.87,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-20,Order,NF2001_#BK4,NF2001,2,1,9.66,39.98,0,-14.88,4.2434,1.685,0.4836,0.0128
2021-10-21,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-22,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-25,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-25,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-26,Order,NF2001_#BK4,NF2001,1,1,4.83,19.99,0,-7.44,2.1217,0.8425,0.2418,0.0128
2021-10-30,Refund,NF2001_#BK4,NF2001,1,1,4.83,-19.99,0,2.72,2.1217,0.8425,0.2418,0.0128
2021-05-20,Order,NF2001_#BK4,NF2001,1,1,4.83,17.96,3.54,-7.47,2.1217,0.8425,0.2418,0.0128
2021-05-20,Order,NF2001_#BK4,NF2001,1,1,4.83,19.35,0,-7.1,2.1217,0.8425,0.2418,0.0128
2021-05-21,Order,NF2001_#BK4,NF2001,2,1,9.66,37.97,2.88,-14.56,4.2434,1.685,0.4836,0.0128
2021-05-23,Refund,NF2001_#BK4,NF2001,1,1,4.83,-20.43,0,2.78,2.1217,0.8425,0.2418,0.0128
2021-05-29,Order,NF2001_#BK4,NF2001,1,1,4.83,18.27,0,-6.92,2.1217,0.8425,0.2418,0.0128
2021-06-05,Order,NF2001_#BK4,NF2001,1,1,4.83,21.5,0,-7.7,2.1217,0.8425,0.2418,0.0128
2021-06-13,Order,NF2001_#BK4,NF2001,1,1,4.83,21.5,0,-7.7,2.1217,0.8425,0.2418,0.0128
2021-06-16,Order,NF2001_#BK4,NF2001,1,1,4.83,21.5,0,-7.7,2.1217,0.8425,0.2418,0.0128
2021-06-21,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-21,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-21,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-22,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-23,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK4,NF2001,1,1,4.83,21.5,0,-7.7,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
2021-06-24,Order,NF2001_#BK4,NF2001,1,1,4.83,8.6,0,-5.5,2.1217,0.8425,0.2418,0.0128
