id,type_document_id,vendor_comp_id,type_dept_id,type_team_id,status,no_indent,brand_company_id,no_design,type_season_id,name_season_y_id,type_gender_id,type_fabric_main_id,type_apparel_id,type_order_id,type_order_detail_id,mid_comp_id,remark,creted_ts,updated_ts
61,18,24,3,0,OPEN,LEV-22037,101,212321AY3,3,4,2,2,31,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
62,18,24,3,0,OPEN,LEV-22060,101,212321DZ1,3,4,2,2,31,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
63,18,24,3,0,OPEN,LEV-22003,101,212330AY1,3,4,2,2,10,1,0,31,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
64,18,24,3,0,OPEN,LEV-22038,101,212330AY2,3,4,2,2,24,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
65,18,24,3,0,OPEN,LEV-22059,101,212411AY1,3,4,2,2,24,1,0,31,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
66,18,24,3,0,OPEN,LEV-22006,101,222221BY2,3,4,2,2,31,1,0,31,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
67,18,24,3,0,OPEN,LEV-22001,101,222230BY1,3,4,2,2,10,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
68,18,24,3,0,OPEN,LEV-1101,101,251921GZ1,4,3,2,2,31,1,0,16,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
69,18,24,3,0,CLOSE,LEV-1002,101,261121DY2,3,3,2,2,31,1,0,16,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
70,18,24,3,0,CLOSE,LEV-1023,101,261221DY1,3,3,2,2,31,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
71,18,24,3,0,OPEN,LEV-1085,101,261921EYA,4,3,2,2,31,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
72,18,24,3,0,OPEN,LEV-1086,101,261921EZA,4,3,2,2,31,1,0,31,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
73,18,24,3,0,OPEN,LEV-22002,101,262211CY1,3,4,2,2,24,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
74,18,24,3,0,OPEN,LEV-22058,101,262411CY1,3,4,2,2,24,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
75,18,24,3,0,CLOSE,LEV-1005,101,321111AY5,3,3,12,2,24,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
76,18,24,3,0,CLOSE,LEV-1003,101,321111LY1,3,3,12,2,24,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
77,18,24,3,0,CLOSE,LEV-1009,101,321111LY2,3,3,12,2,24,1,0,16,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
78,18,24,3,0,CLOSE,LEV-1006,101,321121BY1,3,3,12,2,31,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
79,18,24,3,0,CLOSE,LEV-1004,101,321121LY7,3,3,12,2,31,1,0,16,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
80,18,24,3,0,CLOSE,LEV-1013,101,321211LY5,3,3,12,2,24,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
81,18,24,3,0,CLOSE,LEV-1007,101,321221LY2,3,3,12,2,31,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
82,18,24,3,0,CLOSE,LEV-1008,101,321221LY2-1,3,3,12,2,31,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
83,18,24,3,0,CLOSE,LEV-1014,101,321221LY3,3,3,12,2,31,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
84,18,24,3,0,CLOSE,LEV-1010,101,321311DY8,3,3,12,2,24,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
85,18,24,3,0,CLOSE,LEV-1011,101,321311EYA,3,3,12,2,24,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
86,18,24,3,0,CLOSE,LEV-1015,101,321311LY3,3,3,12,2,24,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
87,18,24,3,0,CLOSE,LEV-1018,101,321321DY5,3,3,12,2,31,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
88,18,24,3,0,CLOSE,LEV-1025,101,321364BY2,3,3,12,2,3,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
89,18,24,3,0,CLOSE,LEV-1026,101,321364EY1,3,3,12,2,3,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
90,18,24,3,0,CLOSE,LEV-1029,101,321411DY4,3,3,12,2,24,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
91,18,24,3,0,CLOSE,LEV-1032,101,321411LY1,3,3,12,2,24,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
92,18,24,3,0,CLOSE,LEV-1031,101,321411LY2,3,3,12,2,24,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
93,18,24,3,0,CLOSE,LEV-1033,101,321411LY6,3,3,12,2,24,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
94,18,24,3,0,CLOSE,LEV-1040,101,321411LY8,3,3,12,2,24,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
95,18,24,3,0,CLOSE,LEV-1035,101,321421FY1,3,3,12,2,31,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
96,18,24,3,0,CLOSE,LEV-1034,101,321421LY6,3,3,12,2,31,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
97,18,24,3,0,CLOSE,LEV-1030,101,321421LYA,3,3,12,2,31,1,0,16,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
98,18,24,3,0,CLOSE,LEV-1039,101,321521EY1,3,3,12,2,31,1,0,31,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
99,18,24,3,0,CLOSE,LEV-1038,101,321521LY2,3,3,12,2,31,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
100,18,24,3,0,CLOSE,LEV-1036,101,321525LY6,3,3,12,2,31,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
101,18,24,3,0,CLOSE,LEV-1037,101,321525LY7,3,3,12,2,31,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
102,18,24,3,0,OPEN,LEV-1074,101,321721BY1,4,3,12,2,31,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
103,18,24,3,0,OPEN,LEV-1092,101,321811CY5,4,3,12,2,24,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
104,18,24,3,0,OPEN,LEV-1060,101,321811LY2,4,3,12,2,24,1,0,18,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
105,18,24,3,0,OPEN,LEV-1093,101,321821CYZ,4,3,12,2,31,1,0,18,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
106,18,24,3,0,OPEN,LEV-1095,101,32183TLY3,4,3,12,2,10,1,0,18,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
107,18,24,3,0,OPEN,LEV-1063,101,321911LY5,4,3,12,2,24,1,0,18,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
108,18,24,3,0,OPEN,LEV-1066,101,321911LY7,4,3,12,2,24,1,0,18,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
109,18,24,3,0,OPEN,LEV-1099,101,321911LY9,4,3,12,2,24,1,0,18,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
110,18,24,3,0,OPEN,LEV-1070,101,321921LY2,4,3,12,2,31,1,0,18,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
111,18,24,3,0,OPEN,LEV-1071,101,321921LY3,4,3,12,2,31,1,0,18,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
112,18,24,3,0,OPEN,LEV-1089,101,321921LY4,4,3,12,2,31,1,0,18,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
113,18,24,3,0,OPEN,LEV-1064,101,321921LY6,4,3,12,2,31,1,0,18,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
114,18,24,3,0,OPEN,LEV-1096,101,32193TLY4,4,3,12,2,10,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
115,18,24,3,0,OPEN,LEV-1072,101,321X11LY2,4,3,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
116,18,24,3,0,OPEN,LEV-1065,101,321X11LY7,4,3,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
117,18,24,3,0,OPEN,LEV-1090,101,321X11LY8,4,3,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
118,18,24,3,0,OPEN,LEV-1080,101,321X21AY9,4,3,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
119,18,24,3,0,OPEN,LEV-1079,101,321X27LY4,4,3,12,2,35,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
120,18,24,3,0,OPEN,LEV-1082,101,321Y21CYA,4,3,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
121,18,24,3,0,OPEN,LEV-1081,101,321Y21LY2,4,3,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
122,18,24,3,0,OPEN,LEV-1073,101,321Y30LY1,4,3,12,2,10,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
123,18,24,3,0,OPEN,LEV-1087,101,321Y30LY4,4,3,12,2,10,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
124,18,24,3,0,OPEN,LEV-22016,101,322111KY4,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
125,18,24,3,0,OPEN,LEV-22020,101,322121DY7,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
126,18,24,3,0,OPEN,LEV-22017,101,322121KY6,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
127,18,24,3,0,OPEN,LEV-22022,101,322211HY6,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
128,18,24,3,0,OPEN,LEV-22032,101,322211HY7,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
129,18,24,3,0,OPEN,LEV-22011,101,322211LY2,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
130,18,24,3,0,OPEN,LEV-22012,101,322211LY3,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
131,18,24,3,0,OPEN,LEV-22013,101,322211LY4,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
132,18,24,3,0,OPEN,LEV-22018,101,322211LY5,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
133,18,24,3,0,OPEN,LEV-22023,101,322221HY7,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
134,18,24,3,0,OPEN,LEV-22033,101,322221HY8,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
135,18,24,3,0,OPEN,LEV-22019,101,322221LY3,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
136,18,24,3,0,OPEN,LEV-22024,101,322221LY6,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
137,18,24,3,0,OPEN,LEV-22027,101,322227LY1,3,4,12,2,35,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
138,18,24,3,0,OPEN,LEV-22028,101,322227LY2,3,4,12,2,35,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
139,18,24,3,0,OPEN,LEV-22025,101,322311DYA,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
140,18,24,3,0,OPEN,LEV-22029,101,322311LY4,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
141,18,24,3,0,OPEN,LEV-22035,101,322311LY4-1,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
142,18,24,3,0,OPEN,LEV-22043,101,322311LY6,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
143,18,24,3,0,OPEN,LEV-22026,101,322321DYH,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
144,18,24,3,0,OPEN,LEV-22031,101,322321LY3,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
145,18,24,3,0,OPEN,LEV-22030,101,322321LY4,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
146,18,24,3,0,OPEN,LEV-22056,101,322411DY1,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
147,18,24,3,0,OPEN,LEV-22050,101,322411HY2,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
148,18,24,3,0,OPEN,LEV-22040,101,322411HY3,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
149,18,24,3,0,OPEN,LEV-22049,101,322411LY1,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
150,18,24,3,0,OPEN,LEV-22044,101,322421LY1,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
151,18,24,3,0,OPEN,LEV-22048,101,322421LY5,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
152,18,24,3,0,OPEN,LEV-22057,101,322425DY3,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
153,18,24,3,0,OPEN,LEV-22053,101,322427EY3,3,4,12,2,35,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
154,18,24,3,0,OPEN,LEV-22045,101,322511FY1,3,4,12,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
155,18,24,3,0,OPEN,LEV-22046,101,322525FY2,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
156,18,24,3,0,OPEN,LEV-22051,101,322525LY3,3,4,12,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
157,18,24,3,0,OPEN,LEV-22055,101,322527LY3,3,4,12,2,35,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
158,18,24,3,0,CLOSE,LEV-1024,101,421130AY2,3,3,2,2,10,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
159,18,24,3,0,OPEN,LEV-1084,101,421721EZ7,4,3,2,2,31,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
160,18,24,3,0,OPEN,LEV-1077,101,421939AY2,4,3,2,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
161,18,24,3,0,OPEN,LEV-1088,101,421X30LY3,4,3,2,2,10,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
162,18,24,3,0,OPEN,LEV-1098,101,451X30LQZ,4,3,2,2,10,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
163,18,24,3,0,CLOSE,LPV-1001,108,617U,3,3,2,2,24,1,0,29,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
164,18,24,3,0,CLOSE,LPV-1002,108,617UM,3,3,2,2,24,1,0,29,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
165,18,24,3,0,CLOSE,LPV-1003,108,889T,3,3,2,2,29,1,0,29,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
166,18,24,3,0,CLOSE,LPV-1005,108,"923U (G01184)",4,3,2,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
167,18,24,3,0,CLOSE,LPV-1006,108,"923U (G01456)",4,3,2,2,24,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
168,18,24,3,0,CLOSE,LPV-1007,108,942U,4,3,2,2,29,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
169,18,24,3,0,CLOSE,LPV-1008,108,946U,4,3,2,2,29,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
170,18,24,3,0,CLOSE,LPV-1004,108,960T,3,3,2,2,29,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
171,18,24,3,0,CLOSE,LJV-1001,82,ADHJ-01,3,3,12,2,31,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
172,18,24,3,0,OPEN,LJV-1002,82,ADHJ-02,4,3,12,2,31,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
173,18,24,3,0,CLOSE,LFK-1001,83,LFK-1001,3,3,12,2,35,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
174,18,24,3,0,CLOSE,LFK-1001-1,83,LFK-1001-1,3,3,12,2,35,1,0,15,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
175,18,24,3,0,CLOSE,LFK-1001-2,83,LFK-1001-2,3,3,12,2,35,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
176,18,24,3,0,CLOSE,LFK-1002,83,LFK-1002,3,3,12,1,48,1,0,0,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
177,18,24,3,0,CLOSE,LFK-1003,83,LFK-1003,3,3,12,2,35,1,0,31,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
178,18,24,3,0,CLOSE,LFK-1003-1,83,LFK-1003-1,3,3,12,2,35,1,0,31,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
179,18,24,3,0,CLOSE,LFK-1004,83,LFK-1004,3,3,12,2,31,1,0,31,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
180,18,24,3,0,CLOSE,LFK-1005,83,LFK-1005,3,3,12,1,48,1,0,17,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
181,18,24,3,0,OPEN,LFK-1006,83,LFK-1006,4,3,12,1,48,1,0,16,,"2021-11-06 00:00:00","2021-11-06 00:00:00"
