id,type_document,no_design,no_style,po_no,ship_mode,name_country,gmt_market,gmt_color,gmt_size,date_ship,qty_order,price_unit,remark,status,name_season,name_season_year,name_gender,type_fabric,type_garment,type_order,name_mid,name_brand,name_comp,name_dept,name_team
,2,344J2342,344J2342,2338793-NL1BU,Sea,Netherlands,NL1BU,Rose Brown,XX SMALL,2021-09-01,5,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2338793-NL1BU,Sea,Netherlands,NL1BU,Rose Brown,X SMALL,2021-09-01,35,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2338793-NL1BU,Sea,Netherlands,NL1BU,Rose Brown,SMALL,2021-09-01,74,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2338793-NL1BU,Sea,Netherlands,NL1BU,Rose Brown,MEDIUM,2021-09-01,76,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2338793-NL1BU,Sea,Netherlands,NL1BU,Rose Brown,LARGE,2021-09-01,55,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2338793-NL1BU,Sea,Netherlands,NL1BU,Rose Brown,X LARGE,2021-09-01,29,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2338793-NL1BU,Sea,Netherlands,NL1BU,Rose Brown,XXLARGE,2021-09-01,5,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299231-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,XX SMALL,2021-07-07,9,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299231-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,X SMALL,2021-07-07,40,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299231-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,SMALL,2021-07-07,109,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299231-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,MEDIUM,2021-07-07,75,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299231-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,LARGE,2021-07-07,34,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299231-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,X LARGE,2021-07-07,15,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299231-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,XXLARGE,2021-07-07,13,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Birch and Goat Color Block,XX SMALL,2021-07-13,32,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Birch and Goat Color Block,X SMALL,2021-07-13,160,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Birch and Goat Color Block,SMALL,2021-07-13,366,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Birch and Goat Color Block,MEDIUM,2021-07-13,326,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Birch and Goat Color Block,LARGE,2021-07-13,145,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Birch and Goat Color Block,X LARGE,2021-07-13,71,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Birch and Goat Color Block,XXLARGE,2021-07-13,33,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Navy Blazer,XX SMALL,2021-07-13,40,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Navy Blazer,X SMALL,2021-07-13,204,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Navy Blazer,SMALL,2021-07-13,468,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Navy Blazer,MEDIUM,2021-07-13,418,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Navy Blazer,LARGE,2021-07-13,181,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Navy Blazer,X LARGE,2021-07-13,89,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300622-NL1BU,Sea,Netherlands,NL1BU,Navy Blazer,XXLARGE,2021-07-13,42,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2299917-HK1WD,Sea,Hong Kong,HK1WD,Opal Grey,X SMALL,2021-07-06,3,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2299917-HK1WD,Sea,Hong Kong,HK1WD,Opal Grey,SMALL,2021-07-06,10,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2299917-HK1WD,Sea,Hong Kong,HK1WD,Opal Grey,MEDIUM,2021-07-06,7,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2299917-HK1WD,Sea,Hong Kong,HK1WD,Opal Grey,LARGE,2021-07-06,5,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300568-CN2BU,Sea,China,CN2BU,Quiet Grey and Bright White Co,XX SMALL,2021-07-28,13,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300568-CN2BU,Sea,China,CN2BU,Quiet Grey and Bright White Co,X SMALL,2021-07-28,53,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300568-CN2BU,Sea,China,CN2BU,Quiet Grey and Bright White Co,SMALL,2021-07-28,69,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300568-CN2BU,Sea,China,CN2BU,Quiet Grey and Bright White Co,MEDIUM,2021-07-28,36,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300568-CN2BU,Sea,China,CN2BU,Quiet Grey and Bright White Co,LARGE,2021-07-28,19,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300568-CN2BU,Sea,China,CN2BU,Quiet Grey and Bright White Co,X LARGE,2021-07-28,15,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300568-CN2BU,Sea,China,CN2BU,Quiet Grey and Bright White Co,XXLARGE,2021-07-28,6,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299252-HK1WD,Sea,Hong Kong,HK1WD,Navy Blazer,X SMALL,2021-07-27,6,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299252-HK1WD,Sea,Hong Kong,HK1WD,Navy Blazer,SMALL,2021-07-27,14,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299252-HK1WD,Sea,Hong Kong,HK1WD,Navy Blazer,MEDIUM,2021-07-27,9,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299252-HK1WD,Sea,Hong Kong,HK1WD,Navy Blazer,LARGE,2021-07-27,7,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300566-HK1BU,Sea,Hong Kong,HK1BU,Quiet Grey and Bright White Co,XX SMALL,2021-07-07,3,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300566-HK1BU,Sea,Hong Kong,HK1BU,Quiet Grey and Bright White Co,X SMALL,2021-07-07,23,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300566-HK1BU,Sea,Hong Kong,HK1BU,Quiet Grey and Bright White Co,SMALL,2021-07-07,25,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300566-HK1BU,Sea,Hong Kong,HK1BU,Quiet Grey and Bright White Co,MEDIUM,2021-07-07,23,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300566-HK1BU,Sea,Hong Kong,HK1BU,Quiet Grey and Bright White Co,LARGE,2021-07-07,12,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300566-HK1BU,Sea,Hong Kong,HK1BU,Quiet Grey and Bright White Co,X LARGE,2021-07-07,9,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300566-HK1BU,Sea,Hong Kong,HK1BU,Quiet Grey and Bright White Co,XXLARGE,2021-07-07,1,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299253-NL1WD,Sea,Netherlands,NL1WD,Birch and Goat Color Block,X SMALL,2021-07-13,66,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299253-NL1WD,Sea,Netherlands,NL1WD,Birch and Goat Color Block,SMALL,2021-07-13,153,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299253-NL1WD,Sea,Netherlands,NL1WD,Birch and Goat Color Block,MEDIUM,2021-07-13,142,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299253-NL1WD,Sea,Netherlands,NL1WD,Birch and Goat Color Block,LARGE,2021-07-13,63,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299253-NL1WD,Sea,Netherlands,NL1WD,Birch and Goat Color Block,X LARGE,2021-07-13,26,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299253-NL1WD,Sea,Netherlands,NL1WD,Navy Blazer,X SMALL,2021-07-13,129,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299253-NL1WD,Sea,Netherlands,NL1WD,Navy Blazer,SMALL,2021-07-13,289,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299253-NL1WD,Sea,Netherlands,NL1WD,Navy Blazer,MEDIUM,2021-07-13,270,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299253-NL1WD,Sea,Netherlands,NL1WD,Navy Blazer,LARGE,2021-07-13,124,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299253-NL1WD,Sea,Netherlands,NL1WD,Navy Blazer,X LARGE,2021-07-13,48,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300567-NL1BU,Sea,Netherlands,NL1BU,Quiet Grey and Bright White Co,XX SMALL,2021-07-07,10,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300567-NL1BU,Sea,Netherlands,NL1BU,Quiet Grey and Bright White Co,X SMALL,2021-07-07,44,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300567-NL1BU,Sea,Netherlands,NL1BU,Quiet Grey and Bright White Co,SMALL,2021-07-07,129,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300567-NL1BU,Sea,Netherlands,NL1BU,Quiet Grey and Bright White Co,MEDIUM,2021-07-07,130,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300567-NL1BU,Sea,Netherlands,NL1BU,Quiet Grey and Bright White Co,LARGE,2021-07-07,52,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300567-NL1BU,Sea,Netherlands,NL1BU,Quiet Grey and Bright White Co,X LARGE,2021-07-07,19,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2300567-NL1BU,Sea,Netherlands,NL1BU,Quiet Grey and Bright White Co,XXLARGE,2021-07-07,14,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299232-NL1WD,Sea,Netherlands,NL1WD,Quiet Grey and Bright White Co,X SMALL,2021-07-07,12,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299232-NL1WD,Sea,Netherlands,NL1WD,Quiet Grey and Bright White Co,SMALL,2021-07-07,32,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299232-NL1WD,Sea,Netherlands,NL1WD,Quiet Grey and Bright White Co,MEDIUM,2021-07-07,33,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299232-NL1WD,Sea,Netherlands,NL1WD,Quiet Grey and Bright White Co,LARGE,2021-07-07,17,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299232-NL1WD,Sea,Netherlands,NL1WD,Quiet Grey and Bright White Co,X LARGE,2021-07-07,6,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2299930-NL1WD,Sea,Netherlands,NL1WD,Grapeleaf,X SMALL,2021-07-14,236,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2299930-NL1WD,Sea,Netherlands,NL1WD,Grapeleaf,SMALL,2021-07-14,427,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2299930-NL1WD,Sea,Netherlands,NL1WD,Grapeleaf,MEDIUM,2021-07-14,446,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2299930-NL1WD,Sea,Netherlands,NL1WD,Grapeleaf,LARGE,2021-07-14,218,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2299930-NL1WD,Sea,Netherlands,NL1WD,Grapeleaf,X LARGE,2021-07-14,73,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2301034-NL1BU,Sea,Netherlands,NL1BU,Grapeleaf,XX SMALL,2021-07-06,51,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2301034-NL1BU,Sea,Netherlands,NL1BU,Grapeleaf,X SMALL,2021-07-06,264,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2301034-NL1BU,Sea,Netherlands,NL1BU,Grapeleaf,SMALL,2021-07-06,611,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2301034-NL1BU,Sea,Netherlands,NL1BU,Grapeleaf,MEDIUM,2021-07-06,564,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2301034-NL1BU,Sea,Netherlands,NL1BU,Grapeleaf,LARGE,2021-07-06,304,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2301034-NL1BU,Sea,Netherlands,NL1BU,Grapeleaf,X LARGE,2021-07-06,136,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2301034-NL1BU,Sea,Netherlands,NL1BU,Grapeleaf,XXLARGE,2021-07-06,62,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299237-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,XX SMALL,2021-07-14,39,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299237-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,X SMALL,2021-07-14,211,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299237-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,SMALL,2021-07-14,445,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299237-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,MEDIUM,2021-07-14,299,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299237-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,LARGE,2021-07-14,124,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299237-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,X LARGE,2021-07-14,55,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2352,344J2352,2299237-US1BU,Sea,United States of America,US1BU,Quiet Grey and Bright White Co,XXLARGE,2021-07-14,38,16.53,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2302351-CN2BU,Sea,China,CN2BU,White with Black Fur,XX SMALL,2021-07-28,2,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2302351-CN2BU,Sea,China,CN2BU,White with Black Fur,X SMALL,2021-07-28,25,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2302351-CN2BU,Sea,China,CN2BU,White with Black Fur,SMALL,2021-07-28,46,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2302351-CN2BU,Sea,China,CN2BU,White with Black Fur,MEDIUM,2021-07-28,55,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2302351-CN2BU,Sea,China,CN2BU,White with Black Fur,LARGE,2021-07-28,50,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2302351-CN2BU,Sea,China,CN2BU,White with Black Fur,X LARGE,2021-07-28,33,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2302351-CN2BU,Sea,China,CN2BU,White with Black Fur,XXLARGE,2021-07-28,3,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2301998-NL1BU,Sea,Netherlands,NL1BU,Rose Brown,X SMALL,2021-07-06,37,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
,2,344J2342,344J2342,2301998-NL1BU,Sea,Netherlands,NL1BU,Rose Brown,SMALL,2021-07-06,83,17.48,,Activate,FW,2021,Womens,Woven,Outerwear,Bulk,Pt. Koin Baju Global,Hollister,Daehan Global Korea,Sales,1ÆÀ
