id,name,id
3,,3
2,CHINA,2
10,CN2BU,10
13,CN3BU,13
17,CN3WD,17
5,EU,5
11,HK1BU,11
8,HK1WD,8
6,JP,6
7,NL1BU,7
16,NL1TT,16
9,NL1WD,9
4,US,4
12,US1BU,12
14,US1O2,14
18,US1TF,18
15,US1TT,15
1,USA,1
